loan_id,borrower_name,property_state,principal_balance,interest_rate,origination_date,maturity_date
LN_CLN_698,Borrower 698,CA,149025,9.10,2024-01-01,2054-01-01
LN_CLN_699,Borrower 699,CA,238602,2.20,2024-01-01,2054-01-01
LN_CLN_700,Borrower 700,CA,430467,4.70,2024-01-01,2054-01-01
LN_CLN_701,Borrower 701,CA,199656,2.90,2024-01-01,2054-01-01
LN_CLN_702,Borrower 702,CA,81911,5.40,2024-01-01,2054-01-01
LN_CLN_703,Borrower 703,CA,102038,9.30,2024-01-01,2054-01-01
LN_CLN_704,Borrower 704,CA,155719,3.70,2024-01-01,2054-01-01
LN_CLN_705,Borrower 705,CA,386537,3.50,2024-01-01,2054-01-01
LN_CLN_706,Borrower 706,CA,475645,8.60,2024-01-01,2054-01-01
LN_CLN_707,Borrower 707,CA,394423,1.30,2024-01-01,2054-01-01
LN_CLN_708,Borrower 708,CA,229999,1.10,2024-01-01,2054-01-01
LN_CLN_709,Borrower 709,CA,150488,9.90,2024-01-01,2054-01-01
LN_CLN_710,Borrower 710,CA,356410,4.70,2024-01-01,2054-01-01
LN_CLN_711,Borrower 711,CA,413361,2.20,2024-01-01,2054-01-01
LN_CLN_712,Borrower 712,CA,365101,5.20,2024-01-01,2054-01-01
LN_CLN_713,Borrower 713,CA,350322,1.00,2024-01-01,2054-01-01
LN_CLN_714,Borrower 714,CA,319650,3.10,2024-01-01,2054-01-01
LN_CLN_715,Borrower 715,CA,387960,9.00,2024-01-01,2054-01-01
LN_CLN_716,Borrower 716,CA,374067,9.30,2024-01-01,2054-01-01
LN_CLN_717,Borrower 717,CA,444233,9.00,2024-01-01,2054-01-01
LN_CLN_718,Borrower 718,CA,451282,8.90,2024-01-01,2054-01-01
LN_CLN_719,Borrower 719,CA,374333,7.30,2024-01-01,2054-01-01
LN_CLN_720,Borrower 720,CA,234766,6.70,2024-01-01,2054-01-01
LN_CLN_721,Borrower 721,CA,446915,2.60,2024-01-01,2054-01-01
LN_CLN_722,Borrower 722,CA,263211,6.80,2024-01-01,2054-01-01
LN_CLN_723,Borrower 723,CA,126301,9.60,2024-01-01,2054-01-01
LN_CLN_724,Borrower 724,CA,488959,8.00,2024-01-01,2054-01-01
LN_CLN_725,Borrower 725,CA,435916,7.60,2024-01-01,2054-01-01
LN_CLN_726,Borrower 726,CA,186997,6.70,2024-01-01,2054-01-01
LN_CLN_727,Borrower 727,CA,101142,6.70,2024-01-01,2054-01-01
LN_CLN_728,Borrower 728,CA,362877,4.80,2024-01-01,2054-01-01
LN_CLN_729,Borrower 729,CA,58034,3.30,2024-01-01,2054-01-01
LN_CLN_730,Borrower 730,CA,291828,1.50,2024-01-01,2054-01-01
LN_CLN_731,Borrower 731,CA,100891,6.60,2024-01-01,2054-01-01
LN_CLN_732,Borrower 732,CA,210662,2.60,2024-01-01,2054-01-01
LN_CLN_733,Borrower 733,CA,492168,1.50,2024-01-01,2054-01-01
LN_CLN_734,Borrower 734,CA,349091,3.30,2024-01-01,2054-01-01
LN_CLN_735,Borrower 735,CA,332851,4.10,2024-01-01,2054-01-01
LN_CLN_736,Borrower 736,CA,463148,1.50,2024-01-01,2054-01-01
LN_CLN_737,Borrower 737,CA,106249,6.80,2024-01-01,2054-01-01
LN_CLN_738,Borrower 738,CA,327355,1.00,2024-01-01,2054-01-01
LN_CLN_739,Borrower 739,CA,79136,9.30,2024-01-01,2054-01-01
LN_CLN_740,Borrower 740,CA,452221,2.40,2024-01-01,2054-01-01
LN_CLN_741,Borrower 741,CA,487515,6.60,2024-01-01,2054-01-01
LN_CLN_742,Borrower 742,CA,317066,8.60,2024-01-01,2054-01-01
LN_CLN_743,Borrower 743,CA,170815,1.80,2024-01-01,2054-01-01
LN_CLN_744,Borrower 744,CA,444179,8.70,2024-01-01,2054-01-01
LN_CLN_745,Borrower 745,CA,65944,7.80,2024-01-01,2054-01-01
LN_CLN_746,Borrower 746,CA,64265,9.10,2024-01-01,2054-01-01
LN_CLN_747,Borrower 747,CA,277810,4.40,2024-01-01,2054-01-01
LN_CLN_748,Borrower 748,CA,82720,1.60,2024-01-01,2054-01-01
LN_CLN_749,Borrower 749,CA,393374,2.20,2024-01-01,2054-01-01
LN_CLN_750,Borrower 750,CA,486009,1.50,2024-01-01,2054-01-01
LN_CLN_751,Borrower 751,CA,286795,2.00,2024-01-01,2054-01-01
LN_CLN_752,Borrower 752,CA,479153,3.50,2024-01-01,2054-01-01
LN_CLN_753,Borrower 753,CA,444295,5.00,2024-01-01,2054-01-01
LN_CLN_754,Borrower 754,CA,265909,10.00,2024-01-01,2054-01-01
LN_CLN_755,Borrower 755,CA,314393,4.70,2024-01-01,2054-01-01
LN_CLN_756,Borrower 756,CA,285954,8.70,2024-01-01,2054-01-01
LN_CLN_757,Borrower 757,CA,496850,7.60,2024-01-01,2054-01-01
LN_CLN_758,Borrower 758,CA,314030,3.60,2024-01-01,2054-01-01
LN_CLN_759,Borrower 759,CA,159846,2.40,2024-01-01,2054-01-01
LN_CLN_760,Borrower 760,CA,412466,9.00,2024-01-01,2054-01-01
LN_CLN_761,Borrower 761,CA,308023,8.00,2024-01-01,2054-01-01
LN_CLN_762,Borrower 762,CA,410935,3.70,2024-01-01,2054-01-01
LN_CLN_763,Borrower 763,CA,115733,8.00,2024-01-01,2054-01-01
LN_CLN_764,Borrower 764,CA,367888,2.80,2024-01-01,2054-01-01
LN_CLN_765,Borrower 765,CA,446034,6.20,2024-01-01,2054-01-01
LN_CLN_766,Borrower 766,CA,232012,1.20,2024-01-01,2054-01-01
LN_CLN_767,Borrower 767,CA,297373,7.10,2024-01-01,2054-01-01
LN_CLN_768,Borrower 768,CA,367312,10.00,2024-01-01,2054-01-01
LN_CLN_769,Borrower 769,CA,347364,9.70,2024-01-01,2054-01-01
LN_CLN_770,Borrower 770,CA,222208,2.40,2024-01-01,2054-01-01
LN_CLN_771,Borrower 771,CA,295037,9.80,2024-01-01,2054-01-01
LN_CLN_772,Borrower 772,CA,344626,9.20,2024-01-01,2054-01-01
LN_CLN_773,Borrower 773,CA,220297,6.10,2024-01-01,2054-01-01
LN_CLN_774,Borrower 774,CA,296629,5.20,2024-01-01,2054-01-01
LN_CLN_775,Borrower 775,CA,287376,1.80,2024-01-01,2054-01-01
LN_CLN_776,Borrower 776,CA,270387,9.30,2024-01-01,2054-01-01
LN_CLN_777,Borrower 777,CA,218643,4.90,2024-01-01,2054-01-01
LN_CLN_778,Borrower 778,CA,379558,10.00,2024-01-01,2054-01-01
LN_CLN_779,Borrower 779,CA,266454,9.90,2024-01-01,2054-01-01
LN_CLN_780,Borrower 780,CA,52729,5.80,2024-01-01,2054-01-01
LN_CLN_781,Borrower 781,CA,434466,1.50,2024-01-01,2054-01-01
LN_CLN_782,Borrower 782,CA,207594,2.80,2024-01-01,2054-01-01
LN_CLN_783,Borrower 783,CA,284248,8.40,2024-01-01,2054-01-01
LN_CLN_784,Borrower 784,CA,424465,1.00,2024-01-01,2054-01-01
LN_CLN_785,Borrower 785,CA,114308,8.00,2024-01-01,2054-01-01
LN_CLN_786,Borrower 786,CA,258505,4.10,2024-01-01,2054-01-01
LN_CLN_787,Borrower 787,CA,67750,2.20,2024-01-01,2054-01-01
LN_CLN_788,Borrower 788,CA,181104,4.30,2024-01-01,2054-01-01
LN_CLN_789,Borrower 789,CA,58243,9.00,2024-01-01,2054-01-01
LN_CLN_790,Borrower 790,CA,323492,9.10,2024-01-01,2054-01-01
LN_CLN_791,Borrower 791,CA,308248,8.40,2024-01-01,2054-01-01
LN_CLN_792,Borrower 792,CA,207012,8.80,2024-01-01,2054-01-01
LN_CLN_793,Borrower 793,CA,362093,5.80,2024-01-01,2054-01-01
LN_CLN_794,Borrower 794,CA,179198,6.10,2024-01-01,2054-01-01
LN_CLN_795,Borrower 795,CA,191780,5.60,2024-01-01,2054-01-01
LN_CLN_796,Borrower 796,CA,202020,10.00,2024-01-01,2054-01-01
LN_CLN_797,Borrower 797,CA,189511,7.90,2024-01-01,2054-01-01
LN_CLN_798,Borrower 798,CA,117645,7.60,2024-01-01,2054-01-01
LN_CLN_799,Borrower 799,CA,76740,5.00,2024-01-01,2054-01-01
LN_CLN_800,Borrower 800,CA,249165,2.80,2024-01-01,2054-01-01
LN_CLN_801,Borrower 801,CA,141719,2.80,2024-01-01,2054-01-01
LN_CLN_802,Borrower 802,CA,336686,6.50,2024-01-01,2054-01-01
LN_CLN_803,Borrower 803,CA,407556,9.80,2024-01-01,2054-01-01
LN_CLN_804,Borrower 804,CA,180205,7.50,2024-01-01,2054-01-01
LN_CLN_805,Borrower 805,CA,234526,5.80,2024-01-01,2054-01-01
LN_CLN_806,Borrower 806,CA,395757,1.10,2024-01-01,2054-01-01
LN_CLN_807,Borrower 807,CA,409560,7.30,2024-01-01,2054-01-01
LN_CLN_808,Borrower 808,CA,102044,2.90,2024-01-01,2054-01-01
LN_CLN_809,Borrower 809,CA,52843,6.90,2024-01-01,2054-01-01
LN_CLN_810,Borrower 810,CA,165542,8.10,2024-01-01,2054-01-01
LN_CLN_811,Borrower 811,CA,365151,6.70,2024-01-01,2054-01-01
LN_CLN_812,Borrower 812,CA,358650,3.50,2024-01-01,2054-01-01
LN_CLN_813,Borrower 813,CA,172635,3.80,2024-01-01,2054-01-01
LN_CLN_814,Borrower 814,CA,97034,9.00,2024-01-01,2054-01-01
LN_CLN_815,Borrower 815,CA,224790,9.60,2024-01-01,2054-01-01
LN_CLN_816,Borrower 816,CA,60351,3.60,2024-01-01,2054-01-01
LN_CLN_817,Borrower 817,CA,288511,8.20,2024-01-01,2054-01-01
LN_CLN_818,Borrower 818,CA,312266,2.00,2024-01-01,2054-01-01
LN_CLN_819,Borrower 819,CA,133663,4.50,2024-01-01,2054-01-01
LN_CLN_820,Borrower 820,CA,190611,6.60,2024-01-01,2054-01-01
LN_CLN_821,Borrower 821,CA,145156,4.50,2024-01-01,2054-01-01
LN_CLN_822,Borrower 822,CA,356947,6.70,2024-01-01,2054-01-01
LN_CLN_823,Borrower 823,CA,119405,9.00,2024-01-01,2054-01-01
LN_CLN_824,Borrower 824,CA,250238,8.20,2024-01-01,2054-01-01
LN_CLN_825,Borrower 825,CA,274363,7.50,2024-01-01,2054-01-01
LN_CLN_826,Borrower 826,CA,255196,1.00,2024-01-01,2054-01-01
LN_CLN_827,Borrower 827,CA,264833,5.00,2024-01-01,2054-01-01
LN_CLN_828,Borrower 828,CA,318621,8.90,2024-01-01,2054-01-01
LN_CLN_829,Borrower 829,CA,287233,5.60,2024-01-01,2054-01-01
LN_CLN_830,Borrower 830,CA,326675,6.80,2024-01-01,2054-01-01
LN_CLN_831,Borrower 831,CA,445436,3.10,2024-01-01,2054-01-01
LN_CLN_832,Borrower 832,CA,405212,2.20,2024-01-01,2054-01-01
LN_CLN_833,Borrower 833,CA,317137,9.40,2024-01-01,2054-01-01
LN_CLN_834,Borrower 834,CA,450155,1.50,2024-01-01,2054-01-01
LN_CLN_835,Borrower 835,CA,386198,5.70,2024-01-01,2054-01-01
LN_CLN_836,Borrower 836,CA,271728,4.60,2024-01-01,2054-01-01
LN_CLN_837,Borrower 837,CA,329388,1.70,2024-01-01,2054-01-01
LN_CLN_838,Borrower 838,CA,193957,9.40,2024-01-01,2054-01-01
LN_CLN_839,Borrower 839,CA,68186,4.50,2024-01-01,2054-01-01
LN_CLN_840,Borrower 840,CA,457950,5.10,2024-01-01,2054-01-01
LN_CLN_841,Borrower 841,CA,156519,4.40,2024-01-01,2054-01-01
LN_CLN_842,Borrower 842,CA,483162,7.70,2024-01-01,2054-01-01
LN_CLN_843,Borrower 843,CA,480234,2.90,2024-01-01,2054-01-01
LN_CLN_844,Borrower 844,CA,382514,9.40,2024-01-01,2054-01-01
LN_CLN_845,Borrower 845,CA,164333,9.00,2024-01-01,2054-01-01
LN_CLN_846,Borrower 846,CA,475017,3.10,2024-01-01,2054-01-01
LN_CLN_847,Borrower 847,CA,306515,3.70,2024-01-01,2054-01-01
LN_CLN_848,Borrower 848,CA,464118,7.80,2024-01-01,2054-01-01
LN_CLN_849,Borrower 849,CA,391293,6.20,2024-01-01,2054-01-01
LN_CLN_850,Borrower 850,CA,148355,3.90,2024-01-01,2054-01-01
LN_CLN_851,Borrower 851,CA,235905,3.80,2024-01-01,2054-01-01
LN_CLN_852,Borrower 852,CA,177079,9.40,2024-01-01,2054-01-01
LN_CLN_853,Borrower 853,CA,297145,1.30,2024-01-01,2054-01-01
LN_CLN_854,Borrower 854,CA,375482,7.60,2024-01-01,2054-01-01
LN_CLN_855,Borrower 855,CA,307793,2.60,2024-01-01,2054-01-01
LN_CLN_856,Borrower 856,CA,396371,6.30,2024-01-01,2054-01-01
LN_CLN_857,Borrower 857,CA,480106,5.00,2024-01-01,2054-01-01
LN_CLN_858,Borrower 858,CA,107134,4.70,2024-01-01,2054-01-01
LN_CLN_859,Borrower 859,CA,356323,1.20,2024-01-01,2054-01-01
LN_CLN_860,Borrower 860,CA,265703,4.60,2024-01-01,2054-01-01
LN_CLN_861,Borrower 861,CA,272953,8.20,2024-01-01,2054-01-01
LN_CLN_862,Borrower 862,CA,411475,5.10,2024-01-01,2054-01-01
LN_CLN_863,Borrower 863,CA,224285,1.60,2024-01-01,2054-01-01
LN_CLN_864,Borrower 864,CA,51874,1.00,2024-01-01,2054-01-01
LN_CLN_865,Borrower 865,CA,448828,9.30,2024-01-01,2054-01-01
LN_CLN_866,Borrower 866,CA,268953,6.10,2024-01-01,2054-01-01
LN_CLN_867,Borrower 867,CA,415438,4.30,2024-01-01,2054-01-01
LN_CLN_868,Borrower 868,CA,54947,9.80,2024-01-01,2054-01-01
LN_CLN_869,Borrower 869,CA,389898,8.30,2024-01-01,2054-01-01
LN_CLN_870,Borrower 870,CA,322760,5.00,2024-01-01,2054-01-01
LN_CLN_871,Borrower 871,CA,438278,7.80,2024-01-01,2054-01-01
LN_CLN_872,Borrower 872,CA,330465,7.70,2024-01-01,2054-01-01
LN_CLN_873,Borrower 873,CA,65019,2.10,2024-01-01,2054-01-01
LN_CLN_874,Borrower 874,CA,196613,5.20,2024-01-01,2054-01-01
LN_CLN_875,Borrower 875,CA,245814,8.00,2024-01-01,2054-01-01
LN_CLN_876,Borrower 876,CA,389299,2.20,2024-01-01,2054-01-01
LN_CLN_877,Borrower 877,CA,430910,1.90,2024-01-01,2054-01-01
LN_CLN_878,Borrower 878,CA,169971,4.80,2024-01-01,2054-01-01
LN_CLN_879,Borrower 879,CA,423416,5.70,2024-01-01,2054-01-01
LN_CLN_880,Borrower 880,CA,464972,5.90,2024-01-01,2054-01-01
LN_CLN_881,Borrower 881,CA,357529,4.20,2024-01-01,2054-01-01
LN_CLN_882,Borrower 882,CA,238969,9.50,2024-01-01,2054-01-01
LN_CLN_883,Borrower 883,CA,120586,2.90,2024-01-01,2054-01-01
LN_CLN_884,Borrower 884,CA,139910,5.60,2024-01-01,2054-01-01
LN_CLN_885,Borrower 885,CA,116892,9.50,2024-01-01,2054-01-01
LN_CLN_886,Borrower 886,CA,222487,9.10,2024-01-01,2054-01-01
LN_CLN_887,Borrower 887,CA,52394,9.40,2024-01-01,2054-01-01
LN_CLN_888,Borrower 888,CA,293460,1.20,2024-01-01,2054-01-01
LN_CLN_889,Borrower 889,CA,70328,4.70,2024-01-01,2054-01-01
LN_CLN_890,Borrower 890,CA,479553,3.20,2024-01-01,2054-01-01
LN_CLN_891,Borrower 891,CA,148051,2.90,2024-01-01,2054-01-01
LN_CLN_892,Borrower 892,CA,462070,6.40,2024-01-01,2054-01-01
LN_CLN_893,Borrower 893,CA,179316,1.90,2024-01-01,2054-01-01
LN_CLN_894,Borrower 894,CA,212488,1.30,2024-01-01,2054-01-01
LN_CLN_895,Borrower 895,CA,336328,1.90,2024-01-01,2054-01-01
LN_CLN_896,Borrower 896,CA,140723,6.30,2024-01-01,2054-01-01
LN_CLN_897,Borrower 897,CA,262021,2.80,2024-01-01,2054-01-01
LN_CLN_898,Borrower 898,CA,131174,4.50,2024-01-01,2054-01-01
LN_CLN_899,Borrower 899,CA,90512,5.60,2024-01-01,2054-01-01
LN_CLN_900,Borrower 900,CA,59040,5.10,2024-01-01,2054-01-01
LN_CLN_901,Borrower 901,CA,497228,8.50,2024-01-01,2054-01-01
LN_CLN_902,Borrower 902,CA,383709,6.40,2024-01-01,2054-01-01
LN_CLN_903,Borrower 903,CA,304493,4.40,2024-01-01,2054-01-01
LN_CLN_904,Borrower 904,CA,142501,2.10,2024-01-01,2054-01-01
LN_CLN_905,Borrower 905,CA,383893,7.10,2024-01-01,2054-01-01
LN_CLN_906,Borrower 906,CA,476307,6.40,2024-01-01,2054-01-01
LN_CLN_907,Borrower 907,CA,256438,7.20,2024-01-01,2054-01-01
LN_CLN_908,Borrower 908,CA,473760,6.10,2024-01-01,2054-01-01
LN_CLN_909,Borrower 909,CA,464306,4.30,2024-01-01,2054-01-01
LN_CLN_910,Borrower 910,CA,391989,6.20,2024-01-01,2054-01-01
LN_CLN_911,Borrower 911,CA,407117,1.20,2024-01-01,2054-01-01
LN_CLN_912,Borrower 912,CA,420935,3.50,2024-01-01,2054-01-01
LN_CLN_913,Borrower 913,CA,487141,7.10,2024-01-01,2054-01-01
LN_CLN_914,Borrower 914,CA,61011,1.90,2024-01-01,2054-01-01
LN_CLN_915,Borrower 915,CA,436855,7.90,2024-01-01,2054-01-01
LN_CLN_916,Borrower 916,CA,80279,1.00,2024-01-01,2054-01-01
LN_CLN_917,Borrower 917,CA,248920,2.10,2024-01-01,2054-01-01
LN_CLN_918,Borrower 918,CA,377773,4.50,2024-01-01,2054-01-01
LN_CLN_919,Borrower 919,CA,109445,8.10,2024-01-01,2054-01-01
LN_CLN_920,Borrower 920,CA,330610,5.60,2024-01-01,2054-01-01
LN_CLN_921,Borrower 921,CA,97194,2.00,2024-01-01,2054-01-01
LN_CLN_922,Borrower 922,CA,213811,7.70,2024-01-01,2054-01-01
LN_CLN_923,Borrower 923,CA,226800,10.00,2024-01-01,2054-01-01
LN_CLN_924,Borrower 924,CA,263382,1.50,2024-01-01,2054-01-01
LN_CLN_925,Borrower 925,CA,411680,2.10,2024-01-01,2054-01-01
LN_CLN_926,Borrower 926,CA,484113,6.10,2024-01-01,2054-01-01
LN_CLN_927,Borrower 927,CA,214009,7.10,2024-01-01,2054-01-01
LN_CLN_928,Borrower 928,CA,80338,7.20,2024-01-01,2054-01-01
LN_CLN_929,Borrower 929,CA,182498,9.00,2024-01-01,2054-01-01
LN_CLN_930,Borrower 930,CA,184823,4.50,2024-01-01,2054-01-01
LN_CLN_931,Borrower 931,CA,486684,5.20,2024-01-01,2054-01-01
LN_CLN_932,Borrower 932,CA,68179,3.50,2024-01-01,2054-01-01
LN_CLN_933,Borrower 933,CA,332822,4.70,2024-01-01,2054-01-01
LN_CLN_934,Borrower 934,CA,287269,5.50,2024-01-01,2054-01-01
LN_CLN_935,Borrower 935,CA,313579,2.40,2024-01-01,2054-01-01
LN_CLN_936,Borrower 936,CA,114791,9.30,2024-01-01,2054-01-01
LN_CLN_937,Borrower 937,CA,117183,5.70,2024-01-01,2054-01-01
LN_CLN_938,Borrower 938,CA,287539,7.90,2024-01-01,2054-01-01
LN_CLN_939,Borrower 939,CA,376760,3.70,2024-01-01,2054-01-01
LN_CLN_940,Borrower 940,CA,319798,3.90,2024-01-01,2054-01-01
LN_CLN_941,Borrower 941,CA,376718,4.00,2024-01-01,2054-01-01
LN_CLN_942,Borrower 942,CA,266673,8.70,2024-01-01,2054-01-01
LN_CLN_943,Borrower 943,CA,195659,4.00,2024-01-01,2054-01-01
LN_CLN_944,Borrower 944,CA,135697,7.20,2024-01-01,2054-01-01
LN_CLN_945,Borrower 945,CA,321087,4.00,2024-01-01,2054-01-01
LN_CLN_946,Borrower 946,CA,189392,1.80,2024-01-01,2054-01-01
LN_CLN_947,Borrower 947,CA,201723,8.10,2024-01-01,2054-01-01
LN_CLN_948,Borrower 948,CA,204191,5.10,2024-01-01,2054-01-01
LN_CLN_949,Borrower 949,CA,71647,9.40,2024-01-01,2054-01-01
LN_CLN_950,Borrower 950,CA,469658,9.20,2024-01-01,2054-01-01
LN_CLN_951,Borrower 951,CA,473753,4.10,2024-01-01,2054-01-01
LN_CLN_952,Borrower 952,CA,212856,1.50,2024-01-01,2054-01-01
LN_CLN_953,Borrower 953,CA,322399,9.30,2024-01-01,2054-01-01
LN_CLN_954,Borrower 954,CA,428320,7.90,2024-01-01,2054-01-01
LN_CLN_955,Borrower 955,CA,392104,4.40,2024-01-01,2054-01-01
LN_CLN_956,Borrower 956,CA,203971,1.30,2024-01-01,2054-01-01
LN_CLN_957,Borrower 957,CA,180054,4.40,2024-01-01,2054-01-01
LN_CLN_958,Borrower 958,CA,325440,3.70,2024-01-01,2054-01-01
LN_CLN_959,Borrower 959,CA,332251,5.60,2024-01-01,2054-01-01
LN_CLN_960,Borrower 960,CA,161570,7.80,2024-01-01,2054-01-01
LN_CLN_961,Borrower 961,CA,466254,8.70,2024-01-01,2054-01-01
LN_CLN_962,Borrower 962,CA,183285,4.60,2024-01-01,2054-01-01
LN_CLN_963,Borrower 963,CA,277456,5.90,2024-01-01,2054-01-01
LN_CLN_964,Borrower 964,CA,415144,5.90,2024-01-01,2054-01-01
LN_CLN_965,Borrower 965,CA,285206,2.20,2024-01-01,2054-01-01
LN_CLN_966,Borrower 966,CA,220437,9.20,2024-01-01,2054-01-01
LN_CLN_967,Borrower 967,CA,244554,3.40,2024-01-01,2054-01-01
LN_CLN_968,Borrower 968,CA,58862,2.50,2024-01-01,2054-01-01
LN_CLN_969,Borrower 969,CA,347168,7.90,2024-01-01,2054-01-01
LN_CLN_970,Borrower 970,CA,170684,8.30,2024-01-01,2054-01-01
LN_CLN_971,Borrower 971,CA,491249,5.60,2024-01-01,2054-01-01
LN_CLN_972,Borrower 972,CA,68014,8.90,2024-01-01,2054-01-01
LN_CLN_973,Borrower 973,CA,247187,6.10,2024-01-01,2054-01-01
LN_CLN_974,Borrower 974,CA,385921,7.00,2024-01-01,2054-01-01
LN_CLN_975,Borrower 975,CA,292562,2.00,2024-01-01,2054-01-01
LN_CLN_976,Borrower 976,CA,332434,4.10,2024-01-01,2054-01-01
LN_CLN_977,Borrower 977,CA,131057,7.10,2024-01-01,2054-01-01
LN_CLN_978,Borrower 978,CA,490528,3.80,2024-01-01,2054-01-01
LN_CLN_979,Borrower 979,CA,189117,7.30,2024-01-01,2054-01-01
LN_CLN_980,Borrower 980,CA,95726,9.40,2024-01-01,2054-01-01
LN_CLN_981,Borrower 981,CA,362316,3.40,2024-01-01,2054-01-01
LN_CLN_982,Borrower 982,CA,159139,1.50,2024-01-01,2054-01-01
LN_CLN_983,Borrower 983,CA,297111,4.70,2024-01-01,2054-01-01
LN_CLN_984,Borrower 984,CA,153107,6.80,2024-01-01,2054-01-01
LN_CLN_985,Borrower 985,CA,140865,4.80,2024-01-01,2054-01-01
LN_CLN_986,Borrower 986,CA,333222,8.00,2024-01-01,2054-01-01
LN_CLN_987,Borrower 987,CA,281777,2.90,2024-01-01,2054-01-01
LN_CLN_988,Borrower 988,CA,225846,6.40,2024-01-01,2054-01-01
LN_CLN_989,Borrower 989,CA,207562,1.30,2024-01-01,2054-01-01
LN_CLN_990,Borrower 990,CA,431819,10.00,2024-01-01,2054-01-01
LN_CLN_991,Borrower 991,CA,198145,7.20,2024-01-01,2054-01-01
LN_CLN_992,Borrower 992,CA,184385,9.90,2024-01-01,2054-01-01
LN_CLN_993,Borrower 993,CA,89446,7.20,2024-01-01,2054-01-01
LN_CLN_994,Borrower 994,CA,281374,6.00,2024-01-01,2054-01-01
LN_CLN_995,Borrower 995,CA,470142,1.00,2024-01-01,2054-01-01
LN_CLN_996,Borrower 996,CA,362377,4.90,2024-01-01,2054-01-01
LN_CLN_997,Borrower 997,CA,101877,8.00,2024-01-01,2054-01-01
LN_CLN_998,Borrower 998,CA,441417,9.00,2024-01-01,2054-01-01
LN_CLN_999,Borrower 999,CA,478052,8.70,2024-01-01,2054-01-01
LN_CLN_1000,Borrower 1000,CA,488562,1.70,2024-01-01,2054-01-01
