loan_id,borrower_name,origination_date,maturity_date,principal_balance,current_balance,interest_rate,monthly_payment,loan_status,property_type,property_state,ltv_ratio,credit_score,zip_code
LN-101394,Daniel Lopez,12/28/2019,12/28/2048,601000,474790,5.17,2856,30 Days Delinquent,Townhouse,CT,70,702,59856
LN-101395,Joseph Davis,01/20/2021,01/20/2037,574000,510860,4.66,3125,Paid Off,Condo,IL,94,729,54227
LN-100613,Patricia Martinez,04/07/2023,04/07/2053,468000,290160,3.69,1956,90+ Days Delinquent,Commercial,OR,62,684,40627
LN-101397,Michelle Gonzalez,01/14/2020,01/14/2035,668000,581160,6.34,3804,90+ Days Delinquent,Condo,MI,74,753,85139
LN-101398,Betty Johnson,11/13/2020,11/13/2040,839000,763490,6.78,3982,90+ Days Delinquent,Condo,OH,83,653,98251
LN-101399,James White,05/28/2018,05/28/2035,237000,225150,4.08,1606,Paid Off,Single Family,PA,89,797,17542
LN-101400,Ashley Williams,05/07/2020,05/07/2039,378000,332640,5.97,4112,Current,Condo,NY,69,800,36173
LN-101401,Mary Jones,03/23/2022,03/23/2052,177000,164610,6.25,2487,Current,Single Family,NC,67,676,93892
LN-101402,Steven White,11/14/2018,11/14/2042,190000,171000,6.91,1968,Default,Multi Family,CA,58,666,45132
LN-101403,Mark Moore,08/20/2022,08/20/2050,699000,461340,4.95,2986,Paid Off,Commercial,CA,90,641,29068
LN-100676,Daniel Moore,06/16/2019,06/16/2035,712000,548240,6.35,3005,30 Days Delinquent,Single Family,NJ,62,685,81109
LN-101405,Jessica Hernandez,09/05/2021,09/05/2045,677000,446820,4.63,2363,30 Days Delinquent,Multi Family,UT,68,796,71987
LN-101406,Mary Smith,04/17/2021,04/17/2049,192000,163200,4.83,2307,60 Days Delinquent,Multi Family,VA,65,806,33247
LN-101407,Margaret Perez,03/28/2021,03/28/2044,265000,251750,6.41,1431,Current,Single Family,IL,72,703,89532
LN-101408,Christopher Martinez,06/16/2022,06/16/2049,216000,140400,6.51,2070,60 Days Delinquent,Single Family,KY,86,706,43799
LN-101409,Jennifer Robinson,10/05/2020,10/05/2043,279000,262260,6.61,3538,Current,Single Family,WI,94,744,98537
LN-101410,William Hernandez,06/19/2023,06/19/2043,188000,161680,4.35,3253,60 Days Delinquent,Condo,GA,77,756,67776
LN-101411,Linda Hernandez,10/25/2018,10/25/2038,736000,669760,4.06,3019,30 Days Delinquent,Single Family,OH,64,722,85384
LN-101412,Patricia Jones,01/12/2019,01/12/2039,340000,248200,4.16,3609,Default,Condo,IL,60,728,22171
LN-101413,Matthew Thomas,07/08/2018,07/08/2033,548000,416480,3.86,3995,60 Days Delinquent,Townhouse,TX,66,718,56476
LN-101414,Sandra Sanchez,03/17/2020,03/17/2041,700000,560000,4.83,4243,Default,Single Family,KY,78,790,45221
LN-100725,Sarah Davis,11/24/2021,11/24/2049,524000,366800,5.55,4095,Default,Single Family,OR,68,806,47291
LN-101416,Jennifer Davis,12/15/2023,12/15/2039,837000,719820,4.86,1625,Paid Off,Single Family,WI,78,632,78548
LN-101417,Jessica Davis,12/12/2022,12/12/2043,417000,400320,5.65,1735,Paid Off,Multi Family,LA,95,719,12873
LN-101418,Daniel Garcia,12/25/2022,12/25/2045,295000,236000,6.62,2885,Default,Multi Family,MN,93,764,71039
LN-101419,Joseph Lee,06/14/2021,06/14/2049,183000,173850,3.55,3081,Current,Multi Family,CA,95,710,22556
LN-101217,Linda Davis,06/03/2020,06/03/2040,562000,517040,4.73,3965,Paid Off,Condo,MA,92,744,95189
LN-101421,Steven Robinson,12/13/2018,12/13/2039,221000,154700,5,3520,Current,Multi Family,NJ,90,799,30070
LN-101422,John Martinez,10/17/2022,10/17/2039,532000,383040,7.39,1512,30 Days Delinquent,Condo,NJ,60,674,62429
LN-101423,Robert Hernandez,10/20/2022,10/20/2045,621000,385020,3.72,1653,Paid Off,Townhouse,AL,76,752,28400
LN-101424,David Taylor,11/04/2020,11/04/2047,552000,369840,5.89,2508,Current,Condo,FL,55,749,54673
LN-101425,Thomas Smith,05/05/2019,05/05/2043,305000,216550,6.84,3367,60 Days Delinquent,Multi Family,MN,58,629,90668
LN-101426,Mark Martin,02/03/2018,02/03/2048,651000,592410,4.71,3930,90+ Days Delinquent,Townhouse,KY,77,791,44113
LN-101427,Matthew Ramirez,12/10/2018,12/10/2036,176000,170720,7.23,2899,Paid Off,Townhouse,WA,69,705,30052
LN-101428,William Jones,01/26/2022,01/26/2050,195000,167700,7.56,2260,30 Days Delinquent,Multi Family,OH,75,625,95482
LN-101429,Joseph Martinez,09/22/2018,09/22/2034,464000,334080,7.75,2540,Paid Off,Multi Family,AL,58,774,80465
LN-101430,Steven Robinson,12/20/2023,12/20/2047,788000,480680,6.55,3174,Paid Off,Condo,OR,66,718,47355
LN-101431,Linda Hernandez,07/22/2021,07/22/2040,231000,196350,6.4,2549,Default,Townhouse,GA,82,655,90416
LN-101432,Sarah Ramirez,09/09/2020,09/09/2049,179000,118140,5.02,3977,Paid Off,Condo,WI,84,769,97762
LN-101433,Emily Clark,05/26/2018,05/26/2040,345000,282900,4.89,4314,Paid Off,Townhouse,NY,62,787,52719
LN-101434,Steven Jackson,01/28/2021,01/28/2044,212000,146280,4.97,4307,Current,Commercial,OR,69,722,26206
LN-101435,Mary Garcia,07/02/2021,07/02/2038,759000,554070,4.16,3385,Current,Single Family,OK,63,657,31789
LN-101345,Paul Gonzalez,08/05/2023,08/05/2038,548000,438400,3.87,3140,30 Days Delinquent,Commercial,TN,95,654,98223
LN-100929,Matthew Harris,04/20/2018,04/20/2034,695000,569900,7.39,1589,Default,Single Family,KY,55,748,45748
LN-101438,Margaret Anderson,09/22/2022,09/22/2045,792000,673200,5.93,1797,Default,Single Family,PA,63,709,29117
LN-101439,Emily Thompson,12/06/2023,12/06/2042,720000,576000,3.71,3848,90+ Days Delinquent,Condo,TN,91,690,51447
LN-101440,Kimberly Lopez,06/25/2023,06/25/2042,553000,508760,5.35,1905,90+ Days Delinquent,Commercial,CT,77,627,17215
LN-101441,Sarah Sanchez,02/21/2023,02/21/2043,455000,414050,5.27,2741,Default,Multi Family,MN,72,759,19811
LN-101442,Emily Thomas,10/22/2021,10/22/2044,328000,278800,5.39,2978,Current,Single Family,GA,86,779,18623
LN-101443,Sarah Hernandez,06/02/2022,06/02/2040,674000,478540,6.5,4302,Current,Townhouse,NJ,94,745,16872
LN-101444,Michael Garcia,05/28/2022,05/28/2042,169000,111540,7.7,3536,Default,Condo,SC,91,676,48659
LN-101445,Sarah Thompson,03/27/2020,03/27/2040,687000,446550,5.28,3427,Current,Single Family,FL,94,810,73977
LN-101446,John Martin,06/25/2022,06/25/2049,529000,497260,3.39,4478,Current,Townhouse,NY,74,712,14287
LN-101447,David Martinez,10/01/2022,10/01/2048,383000,260440,5,2447,90+ Days Delinquent,Single Family,NC,57,633,68253
LN-101448,Mary Sanchez,08/10/2019,08/10/2038,751000,570760,3.87,3519,Current,Commercial,MN,89,758,90143
LN-101449,Richard Wilson,07/20/2019,07/20/2036,805000,652050,6.9,3235,30 Days Delinquent,Multi Family,OR,61,634,93252
LN-101450,Ashley White,09/22/2022,09/22/2050,789000,702210,7.43,3149,Paid Off,Multi Family,CA,67,702,86245
LN-101451,Susan Davis,12/16/2018,12/16/2046,278000,177920,6.59,1879,Paid Off,Townhouse,CO,73,630,90511
LN-101452,Linda Lewis,10/18/2023,10/18/2046,604000,501320,4.21,3003,Current,Condo,AZ,75,647,13452
LN-101453,John Ramirez,12/09/2023,12/09/2050,259000,235690,4.3,2902,90+ Days Delinquent,Condo,MI,77,757,43771
LN-101454,Michelle Martin,07/05/2021,07/05/2036,194000,170720,6.8,1603,Current,Condo,OR,63,754,85139
LN-101455,Charles Sanchez,01/03/2019,01/03/2047,318000,311640,3.48,2335,Default,Multi Family,NY,57,815,42600
LN-101456,Karen Brown,09/09/2022,09/09/2044,683000,471270,6.88,4017,30 Days Delinquent,Commercial,UT,60,814,19095
LN-101457,Charles Thomas,08/20/2020,08/20/2048,345000,289800,3.88,3133,90+ Days Delinquent,Condo,AZ,95,621,26693
LN-101458,Charles Gonzalez,06/25/2019,06/25/2038,166000,156040,4.95,3268,Current,Single Family,UT,83,623,93739
LN-101459,Steven Anderson,07/01/2018,07/01/2035,634000,589620,5.87,2416,90+ Days Delinquent,Single Family,NY,61,670,37327
LN-101460,David Thomas,11/02/2021,11/02/2039,634000,532560,6.3,2500,60 Days Delinquent,Multi Family,OH,67,650,17980
LN-101461,Donna Rodriguez,10/05/2023,10/05/2042,726000,442860,6.28,2159,60 Days Delinquent,Single Family,SC,59,668,82591
LN-101462,Lisa Harris,09/21/2019,09/21/2038,557000,362050,3.39,3462,30 Days Delinquent,Single Family,KY,79,780,55242
LN-101463,Betty Wilson,05/10/2021,05/10/2043,168000,127680,5.31,3739,60 Days Delinquent,Single Family,MN,55,699,74283
LN-101464,Paul Brown,01/03/2022,01/03/2040,313000,241010,6.98,3125,60 Days Delinquent,Townhouse,PA,91,649,61768
LN-101465,Charles Wilson,11/26/2018,11/26/2038,672000,510720,5.22,3197,Paid Off,Multi Family,MO,82,633,51637
LN-101466,Michael Johnson,09/19/2021,09/19/2045,829000,596880,6.33,3807,90+ Days Delinquent,Multi Family,GA,79,709,61367
LN-101467,Ashley Martin,11/24/2019,11/24/2039,524000,393000,3.43,2494,90+ Days Delinquent,Townhouse,OH,85,731,24257
LN-101468,Sarah Anderson,12/04/2018,12/04/2034,842000,614660,6.38,3358,Paid Off,Single Family,AZ,93,658,20040
LN-101469,Andrew Rodriguez,08/12/2022,08/12/2042,263000,234070,6.63,1564,60 Days Delinquent,Single Family,NY,79,776,86810
LN-101470,Michael Thomas,05/08/2021,05/08/2042,814000,708180,5.05,4028,30 Days Delinquent,Commercial,NJ,95,658,51825
LN-101471,Margaret Lewis,03/27/2021,03/27/2049,727000,567060,6.02,1294,60 Days Delinquent,Multi Family,IL,60,724,84732
LN-101472,Michael Clark,02/10/2022,02/10/2049,560000,442400,3.47,1769,Current,Single Family,WI,77,726,11527
LN-101473,William Thomas,08/09/2022,08/09/2039,300000,285000,3.7,1915,30 Days Delinquent,Commercial,OK,70,754,40712
LN-101474,Emily Martinez,11/19/2020,11/19/2042,662000,403820,3.74,1478,90+ Days Delinquent,Commercial,SC,62,676,23473
LN-101475,David Perez,12/03/2023,12/03/2047,532000,468160,7.67,1396,Paid Off,Commercial,MO,58,679,34615
LN-101476,Christopher Rodriguez,02/07/2022,02/07/2044,230000,207000,6.99,2879,90+ Days Delinquent,Townhouse,WI,87,638,44131
LN-101477,Betty Jones,02/24/2020,02/24/2045,322000,289800,6.66,4065,Paid Off,Multi Family,OR,85,794,76949
LN-101102,Charles Thomas,12/21/2020,12/21/2049,409000,306750,7.67,3132,Current,Condo,IL,77,651,17965
LN-101479,Michelle Taylor,05/04/2022,05/04/2039,366000,336720,6.45,3739,90+ Days Delinquent,Single Family,MN,79,716,17022
LN-101480,James Harris,11/10/2021,11/10/2046,697000,683060,7.26,3103,60 Days Delinquent,Condo,LA,88,730,73417
LN-101481,Sandra White,11/23/2023,11/23/2040,158000,143780,6.39,3467,Default,Commercial,MD,93,719,25971
LN-101482,Anthony Davis,05/28/2018,05/28/2034,299000,263120,4.79,4457,Default,Condo,PA,68,702,59033
LN-101483,Charles Brown,12/25/2019,12/25/2040,529000,491970,5.77,2047,Paid Off,Multi Family,SC,89,692,60079
LN-101484,Daniel Johnson,07/28/2020,07/28/2038,842000,530460,4.06,2538,Paid Off,Multi Family,OR,95,796,97396
LN-101485,Christopher Jackson,07/21/2022,07/21/2037,527000,442680,7.52,3114,60 Days Delinquent,Condo,WA,88,680,77402
LN-101486,Paul Williams,11/13/2019,11/13/2036,503000,482880,6.55,4079,30 Days Delinquent,Multi Family,FL,64,820,91765
LN-100105,Christopher Martinez,06/15/2019,06/15/2036,441000,269010,4.21,2441,90+ Days Delinquent,Multi Family,CT,56,785,44940
LN-101488,Joshua Garcia,09/11/2020,09/11/2044,751000,450600,6.5,3687,30 Days Delinquent,Condo,FL,68,726,17273
LN-101489,Ashley Sanchez,07/26/2022,07/26/2037,615000,492000,7.73,1969,90+ Days Delinquent,Townhouse,WA,92,662,49810
LN-101490,John Lewis,07/24/2021,07/24/2044,789000,662760,3.58,3011,90+ Days Delinquent,Townhouse,OR,84,781,43782
LN-101491,James Johnson,09/01/2018,09/01/2044,174000,165300,7,3352,60 Days Delinquent,Single Family,IN,92,780,73278
LN-101492,Patricia Rodriguez,05/05/2018,05/05/2046,234000,205920,4.07,3713,Current,Condo,UT,67,630,24195
LN-101493,Barbara Thompson,01/02/2021,01/02/2044,435000,343650,5.71,4441,90+ Days Delinquent,Townhouse,LA,58,761,92737
LN-101494,Steven Moore,09/13/2019,09/13/2037,726000,464640,4.38,3680,Default,Commercial,GA,88,629,62272
LN-101495,Steven Martin,05/13/2020,05/13/2043,156000,145080,3.37,3918,30 Days Delinquent,Multi Family,MI,68,699,28197
LN-101496,Richard Thomas,07/20/2019,07/20/2048,468000,299520,5.53,4304,Paid Off,Single Family,OR,80,766,72252
LN-101497,Nancy Garcia,01/28/2019,01/28/2045,595000,458150,7.12,4408,Current,Commercial,IN,84,820,15318
LN-100415,Susan Sanchez,09/24/2018,09/24/2033,591000,525990,3.74,1470,30 Days Delinquent,Commercial,NC,84,639,28647
LN-101499,Kimberly Williams,03/22/2019,03/22/2039,408000,330480,3.75,4131,Paid Off,Single Family,FL,77,795,52943
LN-101500,Robert Lopez,03/21/2022,03/21/2042,594000,427680,4.17,2967,Default,Single Family,MI,59,760,25809
LN-101501,Barbara Johnson,10/02/2018,10/02/2046,381000,335280,6.07,2167,Paid Off,Townhouse,MA,77,778,83390
LN-101502,Charles Johnson,01/16/2020,01/16/2035,655000,517450,6.65,4470,Current,Townhouse,NC,91,716,38703
LN-101503,Kimberly Clark,10/19/2019,10/19/2046,495000,301950,6.81,2170,Current,Single Family,WA,94,700,53941
LN-101504,Joseph Perez,02/14/2022,02/14/2045,298000,265220,7.45,2590,60 Days Delinquent,Single Family,KY,72,719,85400
LN-101505,Donald Brown,08/05/2018,08/05/2036,817000,547390,4.15,3316,Current,Condo,FL,60,799,32662
LN-101506,Mark Hernandez,04/11/2018,04/11/2038,159000,112890,7.4,2293,60 Days Delinquent,Multi Family,MO,81,689,29636
LN-101507,Mary Lewis,12/10/2018,12/10/2044,370000,259000,6.67,3991,90+ Days Delinquent,Multi Family,VA,55,742,83767
LN-101508,Mark Jackson,11/13/2018,11/13/2036,194000,151320,3.92,1823,Paid Off,Townhouse,OK,90,807,86020
LN-101509,Joshua Anderson,11/02/2021,11/02/2040,678000,508500,3.39,2353,Current,Single Family,LA,79,675,81312
LN-101510,Charles Williams,12/01/2019,12/01/2045,711000,561690,6.97,4033,90+ Days Delinquent,Commercial,IL,67,771,12887
LN-101511,John Robinson,04/18/2023,04/18/2041,328000,314880,6.97,4128,Paid Off,Single Family,LA,64,636,83258
LN-101512,Jennifer Lewis,01/10/2022,01/10/2052,432000,280800,5.99,3087,30 Days Delinquent,Single Family,OR,64,682,20562
LN-101513,Christopher Wilson,04/16/2019,04/16/2034,363000,304920,4.75,1864,Default,Multi Family,LA,78,634,80737
LN-101514,Elizabeth Davis,12/23/2019,12/23/2047,670000,448900,7.11,3034,Default,Condo,MN,57,732,25153
LN-101515,Jessica Jones,07/09/2023,07/09/2040,201000,126630,3.88,2588,Current,Townhouse,AL,66,752,36854
LN-101516,Richard Johnson,07/21/2021,07/21/2039,653000,555050,3.87,4176,90+ Days Delinquent,Multi Family,MD,56,732,57407
LN-101517,Matthew Martin,04/01/2023,04/01/2048,706000,480080,4.83,3330,Current,Condo,NC,67,710,14209
LN-101518,Ashley Miller,11/24/2018,11/24/2047,821000,689640,6.29,2631,60 Days Delinquent,Commercial,MO,66,773,98797
LN-101519,Elizabeth Sanchez,09/15/2019,09/15/2036,795000,651900,7.23,3099,60 Days Delinquent,Single Family,NJ,90,778,15306
LN-101520,Michael Perez,01/25/2022,01/25/2046,527000,347820,7.53,4202,60 Days Delinquent,Multi Family,UT,68,666,83962
LN-101521,Paul Sanchez,11/22/2023,11/22/2045,599000,581030,4.55,1432,Default,Condo,NJ,92,792,58429
LN-101522,Emily White,11/13/2019,11/13/2040,441000,343980,4.84,2147,Current,Townhouse,MD,91,646,68976
LN-101523,Sarah Smith,04/09/2018,04/09/2036,195000,150150,3.72,3127,90+ Days Delinquent,Single Family,CT,72,703,17776
LN-101524,Michael Jones,03/10/2018,03/10/2033,807000,653670,5.32,2174,60 Days Delinquent,Townhouse,PA,71,724,80123
LN-101525,Charles Hernandez,06/02/2020,06/02/2045,799000,551310,4.86,2349,90+ Days Delinquent,Condo,MI,62,710,43755
LN-101405,Matthew Gonzalez,08/26/2021,08/26/2037,247000,153140,6.12,2131,Paid Off,Multi Family,IL,58,777,32535
LN-101527,Mark White,01/03/2023,01/03/2038,487000,448040,4.99,2299,Current,Townhouse,IL,63,743,91478
LN-101528,Daniel Martinez,10/12/2022,10/12/2038,825000,734250,4.26,3337,60 Days Delinquent,Multi Family,OR,73,646,43619
LN-101529,James Rodriguez,09/08/2021,09/08/2051,756000,461160,6.89,2234,60 Days Delinquent,Condo,LA,80,763,39749
LN-101530,Paul Hernandez,03/06/2023,03/06/2046,180000,158400,6.38,3825,90+ Days Delinquent,Condo,CT,91,686,81235
LN-101531,William Davis,02/18/2021,02/18/2037,567000,362880,5.88,4169,90+ Days Delinquent,Single Family,MD,93,679,26254
LN-101532,Nancy Robinson,11/15/2020,11/15/2049,794000,754300,5.27,3802,Default,Condo,MD,90,816,89343
LN-101533,Donna Brown,10/19/2023,10/19/2047,579000,503730,5.97,3811,Paid Off,Multi Family,IN,95,712,21260
LN-101534,David Brown,09/19/2018,09/19/2041,234000,175500,3.56,3587,90+ Days Delinquent,Townhouse,VA,82,712,37018
LN-101535,John Lewis,05/15/2021,05/15/2042,611000,452140,7.72,4031,Paid Off,Multi Family,SC,91,734,79733
LN-100545,Sandra Martin,10/09/2019,10/09/2043,415000,385950,6.57,2877,Current,Multi Family,MI,78,801,81090
LN-101537,Lisa Harris,06/03/2022,06/03/2050,432000,349920,3.43,1594,Current,Multi Family,NY,69,772,32191
LN-101538,Mary Thomas,04/02/2021,04/02/2047,732000,446520,5.36,3034,90+ Days Delinquent,Condo,OR,85,777,53418
LN-101539,Donna Garcia,05/22/2021,05/22/2040,216000,209520,6.91,3456,30 Days Delinquent,Single Family,OR,91,819,48203
LN-101540,William Wilson,04/21/2023,04/21/2041,465000,306900,6.96,3420,60 Days Delinquent,Condo,VA,67,734,96913
LN-101541,Patricia Wilson,08/02/2018,08/02/2035,350000,210000,7.25,3911,90+ Days Delinquent,Condo,OR,76,621,20949
LN-101542,Mary Brown,10/15/2020,10/15/2039,698000,572360,6.87,1231,60 Days Delinquent,Multi Family,MN,58,711,44309
LN-101543,Elizabeth Jones,11/19/2019,11/19/2044,604000,440920,7.15,2017,30 Days Delinquent,Multi Family,MN,94,812,90477
LN-101544,Richard Wilson,05/18/2022,05/18/2038,507000,415740,6.4,1691,Paid Off,Townhouse,TX,93,707,39337
LN-101545,Sarah Lopez,12/22/2022,12/22/2039,492000,354240,4,2451,Default,Condo,FL,95,669,27179
LN-101129,Christopher Thompson,06/24/2020,06/24/2042,223000,167250,6.41,3975,Paid Off,Condo,MN,59,780,57829
LN-101547,Jennifer Smith,08/05/2019,08/05/2040,204000,165240,5.77,1631,30 Days Delinquent,Townhouse,MA,75,628,83432
LN-101548,Margaret Robinson,08/03/2019,08/03/2039,704000,675840,4.57,2100,Paid Off,Commercial,SC,58,770,34858
LN-101549,Richard Jackson,02/04/2023,02/04/2045,707000,516110,3.57,2718,30 Days Delinquent,Townhouse,IN,55,763,67119
LN-101550,Paul Moore,11/21/2021,11/21/2041,271000,246610,6.4,2836,Default,Townhouse,CA,78,706,66985
LN-101551,Daniel Gonzalez,07/03/2018,07/03/2036,717000,458880,5.8,1959,Current,Condo,IL,92,646,83037
LN-101552,Barbara Lopez,05/07/2022,05/07/2043,360000,295200,4.23,1544,Default,Single Family,MI,92,698,25557
LN-101553,Joseph Brown,11/28/2023,11/28/2050,167000,111890,3.31,1594,Paid Off,Single Family,FL,66,645,23364
LN-101554,Charles Williams,05/24/2020,05/24/2048,727000,603410,3.58,1824,30 Days Delinquent,Condo,SC,59,702,70493
LN-101555,Barbara Harris,12/15/2021,12/15/2047,521000,401170,5.37,1283,Default,Single Family,CT,65,676,67479
LN-101556,Donald Smith,05/22/2022,05/22/2044,671000,550220,7.14,4101,60 Days Delinquent,Townhouse,NJ,76,654,70894
LN-101557,John Martinez,02/11/2022,02/11/2047,393000,298680,6.73,2406,Default,Multi Family,NJ,76,770,18119
LN-101162,Joshua White,02/20/2019,02/20/2044,617000,499770,4.43,1780,Paid Off,Multi Family,NY,64,665,18346
LN-101559,David Martin,02/15/2018,02/15/2044,721000,627270,4.07,3012,Default,Townhouse,PA,71,769,97862
LN-100974,Robert Johnson,04/18/2021,04/18/2050,311000,199040,5.3,3937,30 Days Delinquent,Condo,GA,85,657,60126
LN-101561,Margaret Perez,12/12/2023,12/12/2047,436000,388040,3.58,1641,60 Days Delinquent,Multi Family,SC,79,763,61775
LN-101562,Andrew Garcia,10/15/2019,10/15/2040,188000,150400,5.49,3359,Current,Single Family,OK,63,778,51833
LN-101563,Mark Lopez,08/07/2022,08/07/2046,587000,375680,7.16,2250,Default,Townhouse,MN,82,727,16121
LN-101564,William Perez,03/07/2018,03/07/2039,599000,545090,7.23,1210,60 Days Delinquent,Single Family,SC,79,711,45315
LN-101565,Michael Jones,12/15/2018,12/15/2041,530000,408100,6.56,3608,30 Days Delinquent,Multi Family,WI,86,754,52142
LN-101566,Donald Williams,12/27/2018,12/27/2038,659000,639230,5.9,2544,Default,Single Family,SC,87,732,72827
LN-101567,Matthew Jackson,08/01/2023,08/01/2038,767000,521560,3.99,3124,Default,Multi Family,MI,74,739,70777
LN-101568,Christopher Miller,12/28/2022,12/28/2046,249000,226590,3.82,2594,Paid Off,Multi Family,IN,85,756,95941
LN-101569,David Martinez,11/27/2023,11/27/2042,330000,234300,7.31,4157,60 Days Delinquent,Commercial,NC,71,803,16576
LN-101570,Jennifer Ramirez,11/10/2019,11/10/2048,205000,129150,5.98,2363,Default,Commercial,OR,84,726,48913
LN-100701,Patricia Anderson,03/02/2023,03/02/2041,404000,294920,6.99,3735,Paid Off,Single Family,SC,93,733,10115
LN-101572,Michael Lopez,10/15/2023,10/15/2051,813000,577230,4.33,3590,90+ Days Delinquent,Townhouse,FL,94,786,64506
LN-101573,Mary Harris,09/25/2021,09/25/2037,712000,655040,4.87,2576,Current,Single Family,AZ,89,746,48409
LN-101574,Donna Perez,01/13/2019,01/13/2043,732000,702720,4.1,3638,90+ Days Delinquent,Townhouse,GA,78,621,21675
LN-101575,Donald Thomas,03/15/2020,03/15/2042,192000,122880,7.42,4256,Paid Off,Commercial,MI,94,697,83911
LN-101576,Paul Thomas,04/07/2022,04/07/2043,810000,510300,3.39,3735,60 Days Delinquent,Multi Family,OK,60,744,23608
LN-101259,Elizabeth Wilson,02/28/2018,02/28/2036,358000,268500,5.06,2761,Paid Off,Townhouse,MI,82,770,41685
LN-101578,John Garcia,11/13/2019,11/13/2043,368000,228160,6.49,1993,Paid Off,Commercial,TX,57,661,39840
LN-101579,Sandra Anderson,07/22/2021,07/22/2042,336000,258720,4.03,1872,Default,Single Family,GA,79,682,59098
LN-101580,Nancy Thomas,12/24/2020,12/24/2044,193000,140890,4.32,2592,Default,Multi Family,TN,74,638,53707
LN-100727,Steven Johnson,07/22/2021,07/22/2036,720000,669600,5.13,1405,60 Days Delinquent,Condo,NJ,89,756,78147
LN-101582,Betty Moore,11/02/2018,11/02/2037,472000,410640,4.68,1451,Current,Multi Family,FL,86,662,34472
LN-101583,Susan Johnson,12/06/2022,12/06/2041,168000,107520,5.89,3685,Current,Multi Family,KY,73,621,60347
LN-101584,Mark Smith,09/19/2019,09/19/2037,192000,147840,7.61,1669,90+ Days Delinquent,Multi Family,MO,82,640,91585
LN-101585,Kimberly Wilson,08/03/2022,08/03/2044,767000,513890,6.91,3648,Paid Off,Multi Family,WA,62,817,95273
LN-101586,James Miller,10/07/2020,10/07/2038,657000,643860,7.43,3959,30 Days Delinquent,Condo,OR,81,735,47698
LN-101587,Susan Johnson,09/03/2019,09/03/2040,683000,423460,4.3,3284,Current,Single Family,UT,60,694,76407
LN-101588,Robert Martin,02/17/2019,02/17/2042,244000,231800,5.2,2491,Current,Commercial,WA,61,674,58967
LN-101589,Sarah Robinson,12/09/2023,12/09/2048,377000,271440,4.65,2155,Paid Off,Townhouse,KY,65,703,27804
LN-101590,Betty Jackson,02/28/2018,02/28/2038,751000,728470,5.48,3482,Default,Multi Family,AL,81,707,76423
LN-101591,Donald Martinez,10/28/2023,10/28/2050,741000,459420,3.91,2291,30 Days Delinquent,Commercial,IN,71,644,47963
LN-101592,Lisa Wilson,11/11/2020,11/11/2043,684000,471960,5.05,2661,Default,Commercial,AL,81,636,23436
LN-101593,Donna Jones,01/25/2023,01/25/2052,730000,489100,5.83,1490,Default,Townhouse,NY,55,642,27194
LN-101594,Michelle Harris,09/21/2020,09/21/2037,746000,619180,6.26,2175,Default,Single Family,OR,60,794,20192
LN-101595,Elizabeth Smith,03/20/2018,03/20/2042,207000,188370,6.84,4186,Current,Multi Family,MN,60,793,33719
LN-101596,James Ramirez,01/08/2018,01/08/2047,413000,388220,6.39,2364,Default,Commercial,TN,56,695,47915
LN-101597,Elizabeth Moore,10/03/2020,10/03/2036,578000,375700,7.56,2301,90+ Days Delinquent,Multi Family,GA,67,738,34373
LN-101598,Donna Johnson,01/12/2023,01/12/2043,156000,101400,4.6,2135,Paid Off,Multi Family,CO,79,647,51079
LN-101599,Anthony Brown,04/20/2018,04/20/2048,405000,380700,5.06,4381,60 Days Delinquent,Single Family,AZ,68,767,21847
LN-101600,Michelle Miller,08/15/2020,08/15/2041,351000,326430,3.61,1966,30 Days Delinquent,Townhouse,AZ,75,734,51698
LN-101601,Christopher Davis,12/25/2018,12/25/2038,647000,472310,3.48,3653,30 Days Delinquent,Multi Family,MA,68,720,11871
LN-101602,Andrew Sanchez,02/01/2019,02/01/2046,243000,201690,3.99,2632,90+ Days Delinquent,Townhouse,MA,81,710,74965
LN-101603,Patricia Williams,05/21/2022,05/21/2052,231000,221760,5.75,4166,60 Days Delinquent,Commercial,GA,69,675,56945
LN-101604,Linda Jackson,07/17/2023,07/17/2040,215000,148350,7.74,4273,30 Days Delinquent,Commercial,AZ,90,816,33071
LN-101605,Emily Martinez,11/12/2018,11/12/2041,398000,334320,4.11,3938,Current,Condo,WA,69,770,70169
LN-100016,Barbara Hernandez,12/22/2020,12/22/2041,344000,288960,6.7,4094,Current,Condo,AZ,69,794,54639
LN-101607,Mary Anderson,05/09/2019,05/09/2047,476000,404600,6.97,2772,Default,Townhouse,UT,85,744,34433
LN-101608,William Davis,04/02/2023,04/02/2047,296000,186480,5.42,4282,90+ Days Delinquent,Single Family,FL,83,777,21438
LN-101609,Karen Thomas,07/07/2020,07/07/2049,779000,553090,6.93,1472,90+ Days Delinquent,Condo,PA,95,752,69811
LN-101610,Elizabeth Jackson,11/10/2019,11/10/2038,241000,149420,4.82,1532,60 Days Delinquent,Condo,CA,74,734,54525
LN-101611,Elizabeth Hernandez,06/16/2018,06/16/2035,196000,184240,5.29,1532,Default,Condo,KY,63,769,83777
LN-101612,Joseph Ramirez,04/18/2020,04/18/2039,585000,351000,4.06,3877,30 Days Delinquent,Townhouse,PA,65,809,45087
LN-101613,Andrew Robinson,09/01/2023,09/01/2050,540000,372600,6.89,3960,90+ Days Delinquent,Townhouse,MN,74,747,95960
