loan_id,borrower_name,origination_date,maturity_date,principal_balance,current_balance,interest_rate,monthly_payment,loan_status,property_type,property_state,ltv_ratio,credit_score,zip_code
LN-101617,William Smith,08/21/2023,08/21/2049,554000,343480,6.19,1722,Default,Multi Family,TN,91,755,50789
LN-101618,Margaret Taylor,08/10/2021,08/10/2051,536000,428800,6.35,1293,Paid Off,Townhouse,MI,55,629,78337
LN-101619,Paul Jones,01/10/2022,01/10/2044,383000,260440,4.91,1963,90+ Days Delinquent,Condo,AZ,56,731,99869
LN-101620,Andrew Harris,09/26/2023,09/26/2045,524000,476840,6.45,3885,60 Days Delinquent,Multi Family,NY,63,714,25950
LN-101621,Charles Jones,12/19/2022,12/19/2040,462000,369600,4.41,1831,Current,Multi Family,OK,79,759,16009
LN-101622,Mary Thompson,10/05/2022,10/05/2051,252000,226800,5.91,2222,90+ Days Delinquent,Single Family,LA,91,667,91022
LN-101623,Matthew Clark,10/11/2021,10/11/2043,500000,450000,4.93,2382,Current,Single Family,LA,89,746,68822
LN-101624,Kimberly Ramirez,10/23/2021,10/23/2045,332000,249000,4.81,2221,Paid Off,Commercial,OR,76,648,13015
LN-101625,Barbara Jones,08/05/2023,08/05/2052,159000,125610,4.77,2514,Current,Townhouse,MA,94,785,25769
LN-101626,Robert Garcia,10/07/2023,10/07/2045,494000,424840,5.93,1977,Current,Townhouse,NJ,60,627,50341
LN-101627,Mark Martinez,07/06/2022,07/06/2045,566000,543360,5.13,2881,60 Days Delinquent,Commercial,OH,59,748,17456
LN-101628,Linda Jones,06/04/2021,06/04/2039,572000,354640,7.27,2906,60 Days Delinquent,Commercial,WI,66,683,98769
LN-101629,Michelle Martin,01/24/2019,01/24/2049,292000,230680,4.2,3676,Current,Multi Family,TX,91,796,15654
LN-100152,Jennifer Hernandez,10/12/2019,10/12/2047,213000,132060,6.73,2074,Paid Off,Condo,LA,69,636,85408
LN-101631,Michelle Ramirez,06/07/2023,06/07/2048,482000,303660,4.47,3384,60 Days Delinquent,Commercial,WA,89,819,31354
LN-101632,Andrew Williams,07/12/2020,07/12/2045,796000,660680,6.61,1274,Current,Townhouse,OH,94,726,48245
LN-101633,Andrew Jackson,01/09/2020,01/09/2048,553000,458990,5.65,2230,Default,Multi Family,OK,56,730,35215
LN-101634,Linda Martinez,04/26/2020,04/26/2039,327000,317190,3.87,4205,Current,Condo,CO,79,676,67045
LN-100871,Donna Sanchez,09/19/2019,09/19/2049,187000,157080,5.72,1880,Paid Off,Condo,SC,87,781,69014
LN-101636,David Wilson,05/03/2023,05/03/2044,299000,209300,5.27,1410,Paid Off,Single Family,OR,87,772,46222
LN-101039,William Davis,03/27/2022,03/27/2047,246000,186960,7.22,3705,Current,Commercial,MI,70,786,81862
LN-101638,Elizabeth Brown,03/06/2021,03/06/2041,675000,533250,6.58,2548,60 Days Delinquent,Commercial,OH,67,716,96733
LN-101639,Matthew Miller,10/09/2022,10/09/2051,313000,253530,6.29,2100,30 Days Delinquent,Multi Family,AZ,86,815,88326
LN-101640,Christopher Smith,09/02/2023,09/02/2049,221000,172380,5.63,3094,90+ Days Delinquent,Townhouse,CT,62,810,31178
LN-101641,Betty Brown,08/02/2020,08/02/2039,157000,103620,3.36,3949,Current,Commercial,UT,91,671,45611
LN-101642,Mark Thomas,04/12/2020,04/12/2036,591000,437340,3.41,1940,Current,Single Family,OK,83,715,54201
LN-101643,Andrew Lewis,02/10/2018,02/10/2039,682000,518320,4.91,4289,Default,Commercial,TX,71,631,49078
LN-101644,Elizabeth Perez,10/23/2023,10/23/2038,346000,238740,7.45,2879,Paid Off,Multi Family,TX,72,660,85084
LN-101645,Patricia Taylor,06/03/2021,06/03/2037,352000,242880,7.44,3388,30 Days Delinquent,Townhouse,WA,83,794,11233
LN-101646,Donald Jones,12/11/2022,12/11/2047,340000,258400,5.65,1370,Default,Condo,MA,59,786,14475
LN-101647,Donna Hernandez,04/12/2020,04/12/2047,244000,185440,4.71,1811,Current,Condo,MA,59,759,67674
LN-101648,Joseph Harris,05/23/2022,05/23/2044,583000,565510,4.22,2200,Current,Single Family,MO,78,649,30709
LN-101649,Linda Williams,02/11/2019,02/11/2045,819000,499590,5.11,2857,Paid Off,Condo,PA,63,621,65988
LN-100742,Steven Gonzalez,05/13/2019,05/13/2046,741000,607620,5.15,3238,60 Days Delinquent,Commercial,AZ,75,685,40809
LN-101651,Barbara Moore,02/12/2020,02/12/2036,187000,147730,3.87,3179,Current,Single Family,CT,70,625,73925
LN-101652,Joseph Martinez,02/12/2018,02/12/2033,614000,392960,4.03,2116,30 Days Delinquent,Single Family,NC,68,767,11059
LN-101653,Paul Johnson,08/19/2023,08/19/2048,203000,129920,6.36,2615,Current,Multi Family,TN,60,745,57985
LN-101654,Margaret Smith,08/18/2020,08/18/2037,617000,592320,5.5,3778,60 Days Delinquent,Townhouse,GA,67,696,78654
LN-101655,Nancy Martinez,09/02/2018,09/02/2048,232000,215760,3.34,3281,30 Days Delinquent,Multi Family,IN,95,649,74562
LN-101656,Michael Robinson,04/13/2019,04/13/2037,210000,149100,6.73,3997,Default,Commercial,KY,92,746,55578
LN-101657,Christopher White,04/01/2022,04/01/2043,383000,229800,3.55,1350,90+ Days Delinquent,Condo,AZ,83,646,18130
LN-101658,Paul Moore,08/02/2021,08/02/2038,521000,453270,5.31,1786,Default,Multi Family,OH,78,641,37312
LN-101649,Anthony Lee,04/15/2023,04/15/2040,794000,484340,7.29,2622,90+ Days Delinquent,Multi Family,KY,86,633,82766
LN-101660,Paul Wilson,07/03/2021,07/03/2043,813000,699180,4.16,3304,30 Days Delinquent,Multi Family,AL,84,787,60710
LN-101661,Patricia Harris,06/05/2018,06/05/2048,204000,134640,5.18,2066,Current,Commercial,LA,64,719,13305
LN-101662,Thomas Lee,08/20/2023,08/20/2046,238000,230860,6.3,4089,60 Days Delinquent,Single Family,MI,77,731,23769
LN-101663,Christopher Wilson,03/22/2022,03/22/2047,564000,507600,4.64,3187,Paid Off,Condo,AL,92,629,51162
LN-101664,Paul Martinez,04/04/2020,04/04/2049,189000,122850,7.62,4033,90+ Days Delinquent,Commercial,TX,80,714,22079
LN-101665,Robert White,06/09/2021,06/09/2038,622000,597120,5.27,3907,Current,Commercial,WI,79,767,83104
LN-101666,Steven Rodriguez,12/18/2021,12/18/2048,535000,460100,7.27,4359,90+ Days Delinquent,Multi Family,OK,62,662,33244
LN-101667,Sarah Garcia,01/16/2019,01/16/2049,830000,539500,3.54,2862,Current,Multi Family,MI,92,734,18280
LN-101668,Betty Wilson,12/22/2022,12/22/2039,836000,685520,6.83,4036,Paid Off,Townhouse,AZ,74,807,73705
LN-101669,Linda Lee,04/06/2023,04/06/2047,337000,249380,3.36,2565,90+ Days Delinquent,Townhouse,AL,78,692,36797
LN-101670,Andrew White,10/27/2023,10/27/2039,511000,342370,3.68,1345,Default,Townhouse,IL,89,781,18032
LN-101671,Barbara Thompson,02/06/2021,02/06/2038,470000,305500,7.51,2452,90+ Days Delinquent,Commercial,VA,66,693,77397
LN-101672,Christopher Smith,02/27/2020,02/27/2045,530000,402800,6.89,2787,60 Days Delinquent,Single Family,NY,64,709,68228
LN-101673,Anthony Thomas,06/04/2021,06/04/2038,604000,398640,6.28,3398,30 Days Delinquent,Condo,IL,77,819,21640
LN-101658,Margaret Gonzalez,12/02/2022,12/02/2049,618000,376980,6.81,2761,Current,Multi Family,AZ,81,624,19288
LN-101675,Patricia Smith,03/09/2022,03/09/2044,460000,280600,7.52,2913,Current,Multi Family,CT,90,756,82805
LN-101676,William Ramirez,09/13/2018,09/13/2038,500000,380000,6.4,1491,30 Days Delinquent,Single Family,MI,65,644,12372
LN-101677,Charles Robinson,09/17/2019,09/17/2038,711000,554580,4.14,3022,Current,Single Family,WA,85,644,73099
LN-101678,Jessica Johnson,01/12/2020,01/12/2042,198000,128700,4.98,3187,30 Days Delinquent,Townhouse,CO,56,684,34284
LN-101679,Linda Lopez,09/04/2022,09/04/2042,721000,475860,4.64,1590,90+ Days Delinquent,Commercial,MA,75,792,48785
LN-101680,Michelle Robinson,08/03/2022,08/03/2046,387000,294120,3.26,3286,30 Days Delinquent,Townhouse,NY,81,637,49572
LN-101681,Daniel Davis,06/09/2018,06/09/2038,699000,538230,5.55,4177,60 Days Delinquent,Commercial,GA,82,623,88354
LN-101148,Mark Davis,06/21/2021,06/21/2040,792000,522720,6.52,4139,90+ Days Delinquent,Single Family,GA,86,769,71383
LN-101683,Charles Ramirez,03/09/2023,03/09/2044,517000,351560,5.32,4016,Paid Off,Condo,UT,60,801,10236
LN-101684,Robert Perez,10/01/2021,10/01/2050,342000,266760,7.26,1618,90+ Days Delinquent,Multi Family,OK,73,789,77644
LN-101685,Lisa Jones,06/23/2023,06/23/2047,447000,397830,7.63,2969,Default,Townhouse,FL,78,809,21753
LN-101686,Ashley Harris,09/12/2020,09/12/2039,763000,740110,4.97,3528,Default,Townhouse,MD,82,620,68983
LN-101687,Kimberly Perez,11/19/2018,11/19/2039,242000,227480,4.92,3722,Paid Off,Condo,NC,74,730,11570
LN-101688,Donald Clark,04/26/2022,04/26/2048,541000,465260,7.7,3165,30 Days Delinquent,Commercial,CA,65,760,62181
LN-101689,Betty Davis,06/02/2019,06/02/2044,307000,230250,7.62,4220,30 Days Delinquent,Condo,TX,59,815,26807
LN-101690,Anthony Gonzalez,11/17/2021,11/17/2047,809000,679560,4.23,2737,30 Days Delinquent,Single Family,AL,65,726,59541
LN-101691,Betty Martinez,05/27/2018,05/27/2037,238000,178500,6.14,1682,Current,Multi Family,OK,89,763,91945
LN-101692,Thomas White,09/21/2021,09/21/2047,179000,107400,7.21,3091,Current,Single Family,VA,62,621,44321
LN-101693,Elizabeth Jackson,02/23/2018,02/23/2037,396000,344520,5.7,3608,60 Days Delinquent,Townhouse,CT,67,665,11429
LN-101694,James Lewis,04/05/2019,04/05/2035,476000,414120,5.54,4188,30 Days Delinquent,Commercial,VA,67,734,15741
LN-101695,Donald Moore,12/02/2022,12/02/2041,806000,677040,7.4,1944,Paid Off,Townhouse,IN,60,761,83400
LN-101696,Jennifer Robinson,10/01/2023,10/01/2051,281000,199510,6.11,4311,Current,Commercial,VA,85,671,90499
LN-101697,Paul Lewis,11/17/2020,11/17/2041,640000,563200,5.47,4180,60 Days Delinquent,Single Family,IL,78,789,70164
LN-101698,David Perez,11/14/2019,11/14/2047,809000,752370,6.72,3510,Default,Single Family,KY,81,637,30965
LN-101699,Margaret Jones,05/03/2019,05/03/2034,666000,459540,7.6,1500,60 Days Delinquent,Condo,NJ,84,709,73356
LN-101700,Joseph Garcia,11/27/2023,11/27/2053,702000,533520,3.87,2567,60 Days Delinquent,Townhouse,OH,84,690,32632
LN-101701,John Anderson,08/23/2023,08/23/2051,606000,527220,3.63,3111,Paid Off,Commercial,MA,73,626,64721
LN-101702,Kimberly Davis,11/27/2022,11/27/2039,485000,446200,6.57,2268,30 Days Delinquent,Multi Family,AL,84,670,34323
LN-101703,Joshua Lee,12/26/2020,12/26/2038,754000,693680,5.2,4069,Current,Commercial,CT,59,720,82742
LN-101704,Emily Gonzalez,11/22/2021,11/22/2051,635000,609600,6.65,4492,60 Days Delinquent,Single Family,MI,85,689,10792
LN-101705,Kimberly Sanchez,06/08/2020,06/08/2050,227000,172520,7.57,2456,Current,Townhouse,MA,82,656,55996
LN-101706,Matthew Perez,08/11/2022,08/11/2045,231000,152460,6.55,2256,Current,Townhouse,TN,88,729,54139
LN-101707,Donna Johnson,05/03/2019,05/03/2038,713000,677350,3.89,3158,Current,Townhouse,MI,58,712,12359
LN-101708,Daniel Taylor,07/12/2021,07/12/2051,724000,600920,6.57,4002,30 Days Delinquent,Commercial,CO,63,724,19830
LN-101709,John Garcia,07/04/2021,07/04/2040,365000,273750,6.52,1204,30 Days Delinquent,Multi Family,VA,85,780,64680
LN-101710,Richard Garcia,05/12/2019,05/12/2046,601000,498830,5.68,3198,Paid Off,Commercial,CO,56,701,15688
LN-101711,Christopher Thomas,06/03/2022,06/03/2052,320000,227200,6.98,3773,90+ Days Delinquent,Commercial,CT,69,774,86764
LN-101712,Richard Perez,05/16/2022,05/16/2044,307000,257880,5.82,4167,30 Days Delinquent,Single Family,NY,70,819,42320
LN-100773,Barbara Garcia,05/05/2021,05/05/2046,456000,319200,7.14,2806,60 Days Delinquent,Multi Family,TN,86,670,77405
LN-101714,James White,08/14/2019,08/14/2047,425000,267750,6.6,3674,Paid Off,Commercial,UT,72,646,55485
LN-101715,Paul Smith,09/01/2022,09/01/2046,819000,630630,3.3,4454,Paid Off,Single Family,MA,92,764,20782
LN-101716,Christopher Lopez,06/23/2020,06/23/2037,636000,591480,5.66,2307,30 Days Delinquent,Multi Family,LA,81,659,89658
LN-101717,Michelle Miller,10/04/2019,10/04/2042,731000,701760,4.18,2892,60 Days Delinquent,Single Family,FL,73,624,40125
LN-101718,Michelle Smith,10/27/2019,10/27/2036,633000,538050,6.6,2606,90+ Days Delinquent,Commercial,SC,87,627,56896
LN-101719,Emily Harris,05/25/2021,05/25/2047,372000,312480,5.78,1900,Current,Multi Family,KY,59,806,69357
LN-101720,Matthew Ramirez,03/19/2021,03/19/2046,261000,206190,6.81,1256,30 Days Delinquent,Condo,MN,84,749,33411
LN-101721,David Williams,12/16/2021,12/16/2047,778000,630180,4.11,2720,30 Days Delinquent,Single Family,GA,76,657,39125
LN-101722,Michael Thompson,06/26/2019,06/26/2037,282000,228420,3.27,4128,Current,Condo,VA,79,701,44851
LN-101723,Christopher Hernandez,04/02/2019,04/02/2047,376000,353440,4.91,1858,Paid Off,Multi Family,NC,62,801,24907
LN-101724,Sandra Brown,10/09/2019,10/09/2044,332000,262280,4.16,2684,Current,Townhouse,UT,78,654,51095
LN-101725,Patricia Hernandez,07/24/2021,07/24/2045,675000,452250,3.59,3180,60 Days Delinquent,Townhouse,TN,59,709,70810
LN-101726,Karen Jones,03/19/2020,03/19/2045,835000,592850,4.95,4063,90+ Days Delinquent,Condo,MD,80,790,41099
LN-101727,Sandra Harris,04/08/2018,04/08/2048,693000,602910,5.05,3788,60 Days Delinquent,Single Family,OR,63,658,73435
LN-101728,Linda Lopez,02/13/2020,02/13/2036,405000,384750,5.24,2137,30 Days Delinquent,Townhouse,KY,59,708,87834
LN-101729,Jennifer Hernandez,12/11/2019,12/11/2042,790000,600400,6.49,2846,Current,Commercial,UT,75,736,27308
LN-101730,Emily Garcia,03/24/2021,03/24/2049,450000,369000,5.45,1548,Default,Single Family,KY,60,670,28097
LN-101536,Paul Johnson,12/04/2021,12/04/2045,416000,374400,5.38,3205,Current,Multi Family,PA,70,716,62416
LN-101732,Karen Johnson,09/11/2023,09/11/2042,273000,267540,6.91,3737,90+ Days Delinquent,Townhouse,WA,86,781,30353
LN-101733,Charles Lee,09/25/2022,09/25/2038,438000,359160,5.89,1400,Paid Off,Commercial,OR,92,673,11088
LN-101734,Jessica Rodriguez,09/03/2019,09/03/2046,469000,417410,5.34,2685,30 Days Delinquent,Commercial,OH,67,786,70122
LN-101735,Thomas White,12/11/2022,12/11/2047,354000,272580,3.46,3064,90+ Days Delinquent,Townhouse,CA,63,745,17032
LN-101736,James Lopez,06/16/2023,06/16/2040,601000,378630,4.2,1434,Paid Off,Commercial,MO,62,678,63116
LN-101737,Elizabeth White,12/03/2020,12/03/2044,840000,630000,3.93,4323,30 Days Delinquent,Multi Family,UT,64,735,80054
LN-101738,Richard Garcia,07/15/2023,07/15/2039,300000,234000,5.75,1444,Paid Off,Townhouse,KY,64,628,98541
LN-101739,William Miller,05/27/2023,05/27/2048,748000,703120,3.64,1578,Default,Condo,CO,56,672,61404
LN-101370,Elizabeth Brown,07/18/2023,07/18/2052,550000,396000,6.4,3827,Paid Off,Condo,TX,67,773,29348
LN-101741,Kimberly Martin,09/07/2020,09/07/2038,491000,309330,5.38,1708,60 Days Delinquent,Single Family,AZ,83,724,68338
LN-101742,Barbara Jackson,09/11/2022,09/11/2038,622000,404300,5.2,1367,Default,Multi Family,UT,81,639,29813
LN-101743,Lisa Taylor,12/10/2020,12/10/2048,731000,584800,4.7,4239,60 Days Delinquent,Multi Family,GA,94,679,85694
LN-101744,Joseph Rodriguez,11/12/2021,11/12/2046,199000,189050,7.68,2249,90+ Days Delinquent,Commercial,CA,68,796,54648
LN-101745,Elizabeth Davis,06/20/2021,06/20/2039,282000,197400,7.67,1853,Current,Single Family,MI,68,737,40304
LN-101746,Joseph Moore,12/24/2018,12/24/2045,685000,479500,6.14,1585,30 Days Delinquent,Multi Family,VA,60,773,21262
LN-101747,Mary Thompson,07/14/2018,07/14/2036,759000,645150,4.14,4466,90+ Days Delinquent,Single Family,MD,75,694,12395
LN-101748,Mary Williams,05/27/2023,05/27/2043,708000,693840,6.38,2038,90+ Days Delinquent,Condo,MA,75,808,40077
LN-101749,Karen Anderson,12/17/2022,12/17/2052,224000,190400,7.4,2634,Current,Townhouse,WI,88,636,83710
LN-101750,Margaret Martinez,09/27/2022,09/27/2049,681000,503940,5.4,2418,Current,Multi Family,OH,72,747,93923
LN-101751,Nancy Johnson,11/04/2021,11/04/2038,561000,521730,5.75,3967,Current,Condo,CT,93,764,42516
LN-101752,Lisa Williams,09/08/2023,09/08/2041,193000,127380,5.63,1339,30 Days Delinquent,Single Family,CA,74,623,13841
LN-101753,Christopher Davis,02/14/2019,02/14/2043,746000,626640,5.31,3196,60 Days Delinquent,Commercial,TX,67,760,37961
LN-101754,Kimberly Ramirez,05/07/2018,05/07/2034,402000,381900,6.21,1980,90+ Days Delinquent,Commercial,MD,73,779,40652
LN-101755,Sarah Davis,11/25/2021,11/25/2038,301000,237790,3.71,1230,90+ Days Delinquent,Single Family,WI,73,675,88216
LN-101756,Charles Williams,12/05/2018,12/05/2048,781000,484220,4.15,3326,30 Days Delinquent,Townhouse,TX,73,725,99621
LN-101757,Ashley Martinez,12/05/2019,12/05/2034,242000,174240,4.25,2887,60 Days Delinquent,Multi Family,TX,80,665,58780
LN-101649,Charles Brown,06/21/2021,06/21/2037,221000,145860,5.94,1438,30 Days Delinquent,Multi Family,SC,69,638,24502
LN-101759,Steven Hernandez,05/06/2021,05/06/2044,235000,173900,6.52,3915,Paid Off,Single Family,MO,64,648,45781
LN-101760,Andrew Miller,11/14/2018,11/14/2045,303000,260580,3.59,1487,90+ Days Delinquent,Multi Family,GA,56,744,52912
LN-101761,Patricia Robinson,10/21/2022,10/21/2039,477000,467460,5.22,4124,90+ Days Delinquent,Commercial,SC,66,736,44819
LN-101762,Michael Garcia,04/02/2023,04/02/2049,829000,688070,7.27,2694,Paid Off,Multi Family,TX,94,740,29736
LN-101763,Emily Rodriguez,12/26/2018,12/26/2046,259000,243460,4.54,4435,60 Days Delinquent,Condo,CO,65,687,65961
LN-100819,Jessica Jackson,06/12/2019,06/12/2038,774000,688860,3.34,3742,Paid Off,Townhouse,FL,66,702,94222
LN-101765,Steven Moore,11/04/2023,11/04/2042,305000,204350,5.77,1478,90+ Days Delinquent,Commercial,NC,57,761,73422
LN-101766,Patricia Anderson,07/19/2018,07/19/2043,719000,589580,4.52,4437,Paid Off,Condo,OK,72,767,42285
LN-100197,Karen Perez,01/25/2018,01/25/2033,274000,172620,6.35,3439,Paid Off,Townhouse,NY,80,691,56766
LN-101768,Anthony Wilson,03/22/2018,03/22/2034,591000,360510,5.74,3408,60 Days Delinquent,Commercial,NY,81,736,44432
LN-101769,Anthony Anderson,01/01/2018,01/01/2035,221000,181220,7.55,1276,30 Days Delinquent,Commercial,VA,92,692,27490
LN-101770,Donna Rodriguez,02/22/2020,02/22/2041,844000,776480,4.32,4078,Paid Off,Condo,GA,78,806,95731
LN-101771,Donald Moore,07/11/2020,07/11/2040,765000,688500,7.72,3694,90+ Days Delinquent,Single Family,CA,77,647,39761
LN-101772,Margaret Moore,07/23/2021,07/23/2038,576000,455040,4.21,3905,90+ Days Delinquent,Multi Family,TN,63,661,13371
LN-101773,Joseph Taylor,08/08/2019,08/08/2034,626000,469500,6.2,1276,60 Days Delinquent,Multi Family,PA,65,682,66224
LN-100945,Linda Smith,07/23/2018,07/23/2039,754000,701220,5.13,4005,90+ Days Delinquent,Townhouse,VA,92,748,46535
LN-101775,Joseph Thomas,10/21/2023,10/21/2040,682000,497860,7.26,3988,60 Days Delinquent,Condo,CT,79,813,89076
LN-101776,Thomas Davis,09/03/2019,09/03/2045,255000,244800,6.75,3501,90+ Days Delinquent,Commercial,MO,74,646,31886
LN-101777,Andrew Miller,03/01/2021,03/01/2048,543000,510420,4.04,3611,30 Days Delinquent,Condo,CA,89,803,88241
LN-101778,Jennifer Johnson,06/17/2020,06/17/2047,523000,339950,6.65,1590,Current,Commercial,TX,69,625,81781
LN-101779,Andrew Lopez,01/15/2022,01/15/2040,214000,158360,5.88,4460,90+ Days Delinquent,Multi Family,TX,74,657,41733
LN-101780,Nancy Rodriguez,10/01/2019,10/01/2047,750000,652500,5.88,2809,Paid Off,Multi Family,MO,63,745,37859
LN-101781,Lisa Gonzalez,07/05/2019,07/05/2042,787000,645340,3.87,2774,Default,Single Family,OK,83,733,84786
LN-101782,John Gonzalez,10/13/2022,10/13/2052,449000,296340,7.64,4284,90+ Days Delinquent,Townhouse,NY,95,659,75137
LN-101783,Joshua Johnson,05/05/2020,05/05/2050,355000,280450,4.88,2338,30 Days Delinquent,Multi Family,IN,70,733,11830
LN-101784,Charles Martinez,09/11/2019,09/11/2048,382000,255940,3.92,3036,30 Days Delinquent,Multi Family,AZ,89,648,73672
LN-101785,James Anderson,10/24/2022,10/24/2038,781000,570130,5.94,3662,Default,Townhouse,AZ,93,736,33793
LN-101786,Sarah Moore,07/24/2019,07/24/2045,641000,570490,5.53,4055,90+ Days Delinquent,Commercial,GA,83,772,85937
LN-101787,Sarah Lewis,09/18/2023,09/18/2043,662000,575940,4.6,2321,Default,Townhouse,OR,74,633,75072
LN-101788,Barbara Harris,07/22/2021,07/22/2044,195000,173550,6.63,3354,Paid Off,Single Family,OH,58,788,63831
LN-101789,Joseph Sanchez,03/28/2023,03/28/2040,303000,293910,4.78,4043,Current,Commercial,KY,78,642,67650
LN-101790,Sarah Taylor,06/27/2018,06/27/2046,521000,505370,4.17,4166,Current,Commercial,MA,83,791,95708
LN-101791,Betty Wilson,08/12/2020,08/12/2035,507000,446160,7.39,1787,Current,Commercial,SC,66,622,48651
LN-100599,Donald Martinez,09/04/2022,09/04/2043,298000,187740,5.52,2851,Default,Condo,GA,77,791,66879
LN-101793,Nancy Rodriguez,07/20/2022,07/20/2046,560000,369600,5.8,2584,Default,Multi Family,NJ,62,699,91248
LN-101794,Emily Hernandez,09/26/2023,09/26/2041,402000,373860,7.66,2266,90+ Days Delinquent,Condo,NJ,79,633,76546
LN-101795,Matthew White,01/09/2018,01/09/2043,448000,367360,4.14,1748,Default,Townhouse,PA,94,723,85466
LN-101796,Susan Thompson,07/09/2018,07/09/2042,485000,392850,5.93,3114,Current,Commercial,MO,90,782,41655
LN-101797,Charles Gonzalez,09/23/2022,09/23/2048,372000,319920,7.52,4472,90+ Days Delinquent,Townhouse,CO,65,763,49381
LN-101798,Linda Thomas,07/28/2018,07/28/2044,532000,489440,6.94,4164,30 Days Delinquent,Single Family,MD,65,703,19700
LN-101799,Linda Johnson,04/03/2018,04/03/2040,500000,315000,3.44,1304,60 Days Delinquent,Condo,TN,58,734,79623
LN-101800,Michael Miller,09/27/2020,09/27/2050,709000,439580,6.05,3061,30 Days Delinquent,Single Family,MN,80,692,81497
LN-101801,Daniel Robinson,08/24/2021,08/24/2040,754000,655980,7.61,3432,90+ Days Delinquent,Single Family,NJ,58,693,98275
LN-101802,Mark Rodriguez,01/02/2022,01/02/2052,640000,416000,5.56,4100,Current,Townhouse,CA,92,810,87267
LN-101803,Lisa Martin,12/27/2022,12/27/2045,562000,365300,3.4,3607,90+ Days Delinquent,Commercial,MA,59,693,39912
LN-101804,Matthew Harris,08/11/2023,08/11/2046,602000,469560,7.31,2049,30 Days Delinquent,Condo,TN,65,649,91202
LN-101805,John Lee,11/23/2019,11/23/2046,366000,234240,4.36,4485,Default,Multi Family,MA,85,759,23340
LN-101806,Daniel Sanchez,03/06/2018,03/06/2035,151000,147980,3.76,2735,Current,Multi Family,CA,88,740,12454
LN-101807,Michelle Sanchez,04/23/2023,04/23/2050,406000,263900,7.57,1578,60 Days Delinquent,Condo,MN,83,719,60964
LN-101808,Linda Perez,09/17/2023,09/17/2040,493000,438770,4.55,3149,Current,Condo,MD,64,728,36843
LN-101809,Elizabeth Brown,01/11/2022,01/11/2038,826000,602980,4.37,2163,30 Days Delinquent,Condo,TX,56,646,69549
LN-101810,Michelle Lopez,08/16/2020,08/16/2035,576000,357120,6.06,2247,60 Days Delinquent,Single Family,OK,95,750,19302
LN-101811,Donna Martin,09/28/2018,09/28/2033,653000,555050,6.81,1530,Current,Condo,VA,69,696,37742
LN-100146,Michelle Lewis,03/24/2019,03/24/2038,743000,676130,3.41,4397,Current,Multi Family,IL,94,804,94799
LN-101813,Patricia Jackson,06/23/2019,06/23/2044,375000,360000,5.07,2191,30 Days Delinquent,Condo,CT,69,718,56920
LN-101814,Daniel Wilson,02/13/2022,02/13/2049,661000,588290,7.12,1399,90+ Days Delinquent,Townhouse,NJ,56,788,88480
LN-101815,Anthony Thomas,08/03/2018,08/03/2034,499000,464070,5.44,1709,60 Days Delinquent,Multi Family,MN,75,765,47174
LN-101816,Betty Sanchez,10/24/2019,10/24/2039,664000,438240,3.67,3076,30 Days Delinquent,Condo,VA,94,755,86577
LN-101817,Joshua White,12/21/2021,12/21/2042,438000,332880,3.96,2852,30 Days Delinquent,Townhouse,OR,61,629,31844
LN-101818,Patricia Jones,04/24/2019,04/24/2049,557000,484590,7.22,2995,30 Days Delinquent,Townhouse,NJ,70,712,40065
LN-101819,Joseph Smith,04/28/2021,04/28/2047,743000,460660,4.38,4479,30 Days Delinquent,Multi Family,NC,77,784,44183
LN-101820,Patricia Gonzalez,09/01/2022,09/01/2047,828000,621000,4.48,1383,30 Days Delinquent,Condo,TX,55,672,89485
LN-101821,Mark Hernandez,12/06/2023,12/06/2043,708000,488520,7.61,2247,90+ Days Delinquent,Townhouse,MO,58,704,43188
LN-101822,Robert Anderson,01/01/2022,01/01/2043,789000,481290,4.19,3000,60 Days Delinquent,Multi Family,MO,66,636,27237
LN-101823,Barbara White,08/14/2019,08/14/2047,776000,582000,7.46,1826,Paid Off,Single Family,WI,79,693,60286
LN-101824,Nancy Davis,11/10/2023,11/10/2048,567000,351540,7.35,2074,60 Days Delinquent,Multi Family,CA,66,785,72593
LN-101825,Betty Sanchez,07/01/2022,07/01/2045,726000,595320,4.91,3682,90+ Days Delinquent,Townhouse,AL,68,778,98142
LN-101826,Mary Wilson,10/13/2020,10/13/2049,740000,510600,4.44,2049,30 Days Delinquent,Townhouse,CO,73,699,57428
LN-101827,Lisa Harris,09/11/2018,09/11/2036,704000,478720,5.93,2961,30 Days Delinquent,Condo,LA,63,689,93345
LN-101828,Daniel Perez,02/07/2023,02/07/2051,171000,147060,3.7,3893,Paid Off,Commercial,SC,71,668,37922
LN-101829,Steven Martin,02/09/2023,02/09/2039,497000,387660,3.71,3497,60 Days Delinquent,Single Family,NC,65,818,23477
LN-101830,Emily Ramirez,07/01/2020,07/01/2045,248000,230640,3.73,2460,Current,Townhouse,PA,95,739,83183
LN-101831,Karen Sanchez,12/25/2021,12/25/2038,483000,468510,4.13,3570,90+ Days Delinquent,Multi Family,CO,66,703,56054
LN-101832,Richard Anderson,01/07/2023,01/07/2053,745000,454450,4.48,2644,Current,Commercial,LA,74,669,63891
LN-101833,Jessica Clark,11/26/2019,11/26/2046,599000,587020,5.63,3695,Current,Single Family,MO,84,805,23323
